iter	MultiClass
251	0.2507551504
252	0.2496493472
253	0.2495655054
254	0.2494819294
255	0.2493649399
256	0.2492502464
257	0.2491510283
258	0.2490651304
259	0.2489717968
260	0.2483256394
261	0.2482351427
262	0.2474952555
263	0.2463648259
264	0.2454885961
265	0.2452545828
266	0.2451840049
267	0.2448925731
268	0.2447659692
269	0.2441359743
270	0.2437014837
271	0.2435508439
272	0.2434544141
273	0.2429725575
274	0.2424738616
275	0.2418428637
276	0.2417283158
277	0.241303092
278	0.2410558689
279	0.2404006675
280	0.240306818
281	0.2397366433
282	0.2394924443
283	0.2392770557
284	0.2389842284
285	0.238916561
286	0.2387520121
287	0.2386095658
288	0.2384991172
289	0.2378714976
290	0.2376691633
291	0.2375694428
292	0.2374762916
293	0.2370705968
294	0.2366415267
295	0.2355786665
296	0.2354902868
297	0.2353255888
298	0.2348920171
299	0.2348154769
300	0.2346752642
301	0.2345471478
302	0.2344811133
303	0.2337480846
304	0.2334453677
305	0.2333493667
306	0.2332233786
307	0.2331230462
308	0.2330232644
309	0.2329084103
310	0.2327907376
311	0.2325526019
312	0.2324886579
313	0.2324165024
314	0.2323327406
315	0.2322748685
316	0.2321946202
317	0.2320653043
318	0.2320051182
319	0.2319208917
320	0.2315037181
321	0.231391615
322	0.2312728344
323	0.2312052066
324	0.2310841774
325	0.2310012293
326	0.2308974111
327	0.2304232088
328	0.2301712753
329	0.2300859528
330	0.2298075937
331	0.2296551179
332	0.2295899442
333	0.2291707841
334	0.2288071306
335	0.2269973617
336	0.2269044685
337	0.2265044914
338	0.226323585
339	0.2262244923
340	0.2261634303
341	0.2260828835
342	0.2259682589
343	0.2259066924
344	0.2252907274
345	0.2251530988
346	0.2249087358
347	0.2248367678
348	0.2247585655
349	0.2246084065
350	0.2245279676
351	0.2244383007
352	0.2243760981
353	0.2243126839
354	0.2237803461
355	0.223540485
356	0.2234677065
357	0.223369379
358	0.2232453101
359	0.2228367136
360	0.2221009582
361	0.2220298773
362	0.2217412541
363	0.2216114388
364	0.2215496429
365	0.2214279698
366	0.2199605196
367	0.2197575552
368	0.2196875678
369	0.2195422508
370	0.2191737599
371	0.2191028235
372	0.2187389654
373	0.2186375075
374	0.2185367399
375	0.2184275215
376	0.2181074254
377	0.2180287585
378	0.2177112343
379	0.2176037435
380	0.2174532706
381	0.2170803355
382	0.2169925349
383	0.2168194273
384	0.2167427775
385	0.2166667186
386	0.2155587319
387	0.2153707041
388	0.2148312908
389	0.2147291597
390	0.2145520634
391	0.2144409101
392	0.2141468694
393	0.214070303
394	0.2138502216
395	0.2137727279
396	0.2135441043
397	0.2131661988
398	0.2130494975
399	0.2129794908
400	0.2129044265
401	0.2128336615
402	0.2127126385
403	0.2126217151
404	0.2125468032
405	0.2116738122
406	0.2116031838
407	0.2115421718
408	0.2114270207
409	0.2113232376
410	0.2112431925
411	0.2111660332
412	0.2111006615
413	0.2110064589
414	0.2109385101
415	0.210871765
416	0.2107722525
417	0.2104835086
418	0.2102606671
419	0.210183205
420	0.2093602368
421	0.2092785684
422	0.2084977579
423	0.2084305738
424	0.2083763482
425	0.2083086176
426	0.2081736188
427	0.2080753599
428	0.2072977117
429	0.2068904947
430	0.2068058699
431	0.2067477351
432	0.206691327
433	0.2062368451
434	0.2060066791
435	0.2057451686
436	0.2052417528
437	0.2048093062
438	0.2047176134
439	0.2044063317
440	0.2043226505
441	0.2039970714
442	0.2038715256
443	0.2038002142
444	0.2037409418
445	0.2034663275
446	0.2029615615
447	0.2027553929
448	0.2026887241
449	0.2026149368
450	0.2023961633
451	0.2023368301
452	0.2022777588
453	0.2018421772
454	0.2017743249
455	0.2016253161
456	0.2011342568
457	0.2010856571
458	0.2009519238
459	0.2008863464
460	0.2007143245
461	0.2005519354
462	0.2004957225
463	0.2002490805
464	0.2001931735
465	0.1996492494
466	0.1994806097
467	0.1994284326
468	0.1992247054
469	0.1989494116
470	0.1986954077
471	0.1984808107
472	0.1980502528
473	0.1979791962
474	0.1979195594
475	0.1978591034
476	0.1976835761
477	0.1976089843
478	0.1975414792
479	0.1973582989
480	0.196598499
481	0.1965405363
482	0.1963264158
483	0.1962375914
484	0.1961774865
485	0.1961249172
486	0.1960768445
487	0.1958747228
488	0.1958290425
489	0.1957617586
490	0.1955548689
491	0.1954542746
492	0.1948039396
493	0.1944549442
494	0.1943263507
495	0.1942420478
496	0.1941011884
497	0.1939844964
498	0.1929588095
499	0.1928902147
500	0.1928388517
501	0.1926936332
502	0.1925394292
503	0.1923727678
504	0.1923127577
505	0.1921100788
506	0.1920573453
507	0.191985078
508	0.1919254463
509	0.1918524453
510	0.191795741
511	0.1916052894
512	0.1915483592
513	0.1915016458
514	0.1914512928
515	0.1913613797
516	0.1906963943
517	0.1905817132
518	0.190523634
519	0.1904355671
520	0.1902601302
521	0.1901881995
522	0.1900841684
523	0.1899016769
524	0.1898530702
525	0.1897706978
526	0.1897255284
527	0.1896625422
528	0.1894578024
529	0.1888176496
530	0.188636466
531	0.1885074413
532	0.1883252626
533	0.187992483
534	0.1879266212
535	0.1878133445
536	0.1876037565
537	0.1872958875
538	0.1868995025
539	0.1864945662
540	0.1863809125
541	0.1860963463
542	0.1859373282
543	0.1856985176
544	0.1856383196
545	0.1855010885
546	0.184777959
547	0.1846820125
548	0.184515294
549	0.1841870242
550	0.1838395842
551	0.1837080822
552	0.1836338886
553	0.1835628542
554	0.1835205139
555	0.1834777373
556	0.183409391
557	0.182628762
558	0.1820972306
559	0.1820549092
560	0.1820121986
561	0.1819420505
562	0.1815737125
563	0.1814201597
564	0.1813642295
565	0.1811811122
566	0.1811412534
567	0.1810410113
568	0.1809727376
569	0.1809210876
570	0.1807602834
571	0.1805351102
572	0.1801254125
573	0.1798291527
574	0.1797095665
575	0.17921882
576	0.1791001356
577	0.1786798772
578	0.1784474085
579	0.1783140476
580	0.1782716581
581	0.1782175331
582	0.1781623528
583	0.1778303062
584	0.1777802933
585	0.1776923423
586	0.177465198
587	0.1770695322
588	0.1765931937
589	0.1765369586
590	0.1764800434
591	0.1760135738
592	0.1759496962
593	0.1755002768
594	0.1753726415
595	0.1751470578
596	0.1748128329
597	0.1746920373
598	0.1746303595
599	0.1745887273
600	0.1742480566
601	0.1740868596
602	0.1739726665
603	0.1737771505
604	0.1737304152
605	0.1736790695
606	0.1736290541
607	0.1735764828
608	0.1732374266
609	0.173184197
610	0.1731193561
611	0.1730229604
612	0.1729311179
613	0.1724073381
614	0.172354374
615	0.1723051821
616	0.1722418176
617	0.1721491569
618	0.171748173
619	0.1716263235
620	0.1712627902
621	0.1709140125
622	0.1708587774
623	0.1707830425
624	0.170733503
625	0.1704019272
626	0.1703175797
627	0.1702687173
628	0.1701930287
629	0.1701440614
630	0.1697026811
631	0.1696472223
632	0.16960516
633	0.1694056715
634	0.1692593291
635	0.169167285
636	0.169086459
637	0.1688390294
638	0.1686263043
639	0.1685811551
640	0.1683745175
641	0.1683176649
642	0.1679389196
643	0.1678398988
644	0.1677169873
645	0.1676327847
646	0.167201153
647	0.1669764264
648	0.1669419207
649	0.1667632966
650	0.1666021075
651	0.1662139254
652	0.1660836691
653	0.1660310439
654	0.1659623535
655	0.1659040196
656	0.1658422679
657	0.1658004213
658	0.1656327969
659	0.165341494
660	0.1652873753
661	0.1652382822
662	0.1651654959
663	0.1650546075
664	0.1649491108
665	0.1647066545
666	0.1645721091
667	0.1645225851
668	0.1644691597
669	0.1644314412
670	0.1640196848
671	0.1639359304
672	0.1636972842
673	0.1636227113
674	0.1635618326
675	0.1634091767
676	0.1633239717
677	0.1632503272
678	0.1632110608
679	0.1631463571
680	0.1630549052
681	0.1629709582
682	0.1626298038
683	0.1625682624
684	0.1622508885
685	0.1620595776
686	0.1620099075
687	0.1619534029
688	0.1616903597
689	0.1616422344
690	0.1615727079
691	0.1615064319
692	0.1611605707
693	0.1610136782
694	0.1608008164
695	0.160487266
696	0.1604353233
697	0.1602729936
698	0.1602297203
699	0.160166791
700	0.1600988395
701	0.1600600668
702	0.1598984981
703	0.1598603662
704	0.1598099421
705	0.1594441637
706	0.1591605472
707	0.1590281965
708	0.1589824937
709	0.1588649085
710	0.1588167403
711	0.1586633274
712	0.1585822676
713	0.1583930165
714	0.1583526254
715	0.1581305519
716	0.1579739698
717	0.1578402293
718	0.1576381534
719	0.1576007916
720	0.1575591014
721	0.1575251763
722	0.1574753976
723	0.157435671
724	0.1573861422
725	0.1572772312
726	0.1572395157
727	0.1570458025
728	0.1569835676
729	0.1569444131
730	0.1566686986
731	0.1566027814
732	0.1565213319
733	0.1562250254
734	0.1560795148
735	0.1558139771
736	0.1557788068
737	0.1557311157
738	0.155646966
739	0.1554610608
740	0.1554248819
741	0.1553780313
742	0.1551714876
743	0.1550243702
744	0.1547705682
745	0.1546377332
746	0.1545958702
747	0.1545335216
748	0.15446759
749	0.1544290971
750	0.1543863573
751	0.1542679228
752	0.1542283553
753	0.1541755263
754	0.1541354031
755	0.154033846
756	0.1540004085
757	0.1538776281
758	0.153791013
759	0.1535350565
760	0.1534549404
761	0.1533618639
762	0.1533293989
763	0.1531042541
764	0.1530635925
765	0.15279044
766	0.1527402285
767	0.1527022394
768	0.1526011961
769	0.1525394956
770	0.1525008472
771	0.1524650166
772	0.1524263626
773	0.1523128883
774	0.1522435523
775	0.1521901248
776	0.15214665
777	0.1521044221
778	0.1520426155
779	0.1519894769
780	0.1519244837
781	0.1518654165
782	0.1518222789
783	0.1517863444
784	0.151661564
785	0.1515893492
786	0.1515209652
787	0.1513690394
788	0.1513382073
789	0.1512110312
790	0.1511183393
791	0.1510809194
792	0.1509395685
793	0.1508518667
794	0.1508197946
795	0.1507282231
796	0.150667228
797	0.1506086501
798	0.1505795596
799	0.1505460123
800	0.1504628554
801	0.1504278713
802	0.1503844902
803	0.1503498542
804	0.1501269702
805	0.1500888429
806	0.1499829727
807	0.149944711
808	0.1498941528
809	0.1498587656
810	0.1498123042
811	0.149678954
812	0.1496453446
813	0.1496054907
814	0.149571757
815	0.1494752636
816	0.1494439819
817	0.1493415667
818	0.148937022
819	0.1486319795
820	0.1486006204
821	0.1485632686
822	0.1484927177
823	0.1484380464
824	0.1483589293
825	0.1483231763
826	0.1482456941
827	0.1482036054
828	0.1480264983
829	0.1479737478
830	0.1479315201
831	0.1478832348
832	0.1475968121
833	0.147463756
834	0.1472745935
835	0.147174269
836	0.1471185254
837	0.1470634827
838	0.1470124297
839	0.1469641304
840	0.146909472
841	0.1468726364
842	0.1468233633
843	0.1467640168
844	0.1466893623
845	0.1465256913
846	0.1464944478
847	0.1464255393
848	0.1463732373
849	0.1463390342
850	0.1461813197
851	0.1461358559
852	0.1460813766
853	0.145718042
854	0.1456857849
855	0.14565324
856	0.1454234237
857	0.1453463837
858	0.1452403907
859	0.1450099646
860	0.1449775134
861	0.1449296134
862	0.1448549721
863	0.144825608
864	0.1447931993
865	0.1443375342
866	0.1441474097
867	0.1441116099
868	0.1440559592
869	0.1440234642
870	0.1439064147
871	0.1437715253
872	0.143736707
873	0.1436972161
874	0.1435654994
875	0.1433990799
876	0.1433721347
877	0.1430692225
878	0.1429053715
879	0.1428600422
880	0.1427402541
881	0.1427009376
882	0.1426663326
883	0.1425739591
884	0.1424535682
885	0.1423756889
886	0.1422959563
887	0.14224506
888	0.1422066426
889	0.1421459124
890	0.1419597235
891	0.1419009416
892	0.1418646047
893	0.1418321908
894	0.1415653101
895	0.1415341443
896	0.1414718431
897	0.1412202473
898	0.1411946937
899	0.141162647
900	0.1411310234
901	0.1410473836
902	0.1410186323
903	0.1409528078
904	0.1409168068
905	0.1408559684
906	0.1405482139
907	0.1405208394
908	0.1404941768
909	0.1404543383
910	0.1404236285
911	0.1403922533
912	0.1403604848
913	0.1402981095
914	0.1401109723
915	0.1400735407
916	0.1400322745
917	0.1399904285
918	0.1399648198
919	0.1397593889
920	0.1396949855
921	0.139648397
922	0.1396027806
923	0.139500611
924	0.1392413986
925	0.139192781
926	0.1391426426
927	0.1390819324
928	0.1389181568
929	0.138788332
930	0.1387466112
931	0.1386988424
932	0.1386698661
933	0.1386286685
934	0.138600803
935	0.1385424313
936	0.1383422325
937	0.1382674489
938	0.1382142451
939	0.138187695
940	0.1381500023
941	0.1380350081
942	0.1378074337
943	0.1377711749
944	0.1377424349
945	0.1374975958
946	0.1374721776
947	0.1373837235
948	0.1373568416
949	0.1372969436
950	0.1372693295
951	0.1371803327
952	0.1371445898
953	0.137080827
954	0.1370445103
955	0.1369905977
956	0.1369632001
957	0.1369295183
958	0.1368977396
959	0.1368587386
960	0.1366580885
961	0.1366286762
962	0.1364497912
963	0.1364216204
964	0.1363938771
965	0.1362632853
966	0.1361639422
967	0.1358847749
968	0.1358396947
969	0.1358059554
970	0.135663237
971	0.1356258768
972	0.1355995068
973	0.1354972769
974	0.1354410229
975	0.1353591533
976	0.1351488734
977	0.1350905314
978	0.1350624837
979	0.1347520869
980	0.1346847192
981	0.1346414187
982	0.1345511086
983	0.1343148249
984	0.1341946845
985	0.1339014333
986	0.1338491672
987	0.1337424889
988	0.1334664113
989	0.1333997395
990	0.1333500872
991	0.1333158542
992	0.1332558624
993	0.1332290986
994	0.1331017897
995	0.1330789169
996	0.1329753505
997	0.1328880018
998	0.1328378134
999	0.1326193604
